3.995158399999999688e+01,-7.519109500000000423e+01
3.995157999999999987e+01,-7.519142700000000445e+01
3.995156200000000268e+01,-7.519165399999999977e+01
3.995161300000000182e+01,-7.519151300000000049e+01
3.995156300000000016e+01,-7.519137100000000373e+01
3.995152999999999821e+01,-7.519129599999999414e+01
3.995157499999999828e+01,-7.519126500000000135e+01
3.995151800000000009e+01,-7.519133100000000525e+01
3.995152099999999962e+01,-7.519145000000000323e+01
3.995153200000000027e+01,-7.519161300000000381e+01
3.995154099999999886e+01,-7.519164399999999659e+01
3.995156099999999810e+01,-7.519156700000000626e+01
3.995160599999999818e+01,-7.519149600000000078e+01
3.995159900000000164e+01,-7.519144799999999407e+01
3.995164900000000330e+01,-7.519135099999999738e+01
3.995162599999999742e+01,-7.519141500000000633e+01
3.995162799999999947e+01,-7.519142200000000287e+01
3.995171599999999756e+01,-7.519133200000000272e+01
3.995167299999999955e+01,-7.519132100000000207e+01
3.995160299999999864e+01,-7.519149400000000583e+01
3.995158299999999940e+01,-7.519149899999999320e+01
3.995164400000000171e+01,-7.519171000000000049e+01
3.995165099999999825e+01,-7.519168500000000677e+01
3.995164900000000330e+01,-7.519168100000000265e+01
3.995164199999999965e+01,-7.519168299999999761e+01
3.995163999999999760e+01,-7.519168299999999761e+01
3.995163399999999854e+01,-7.519168799999999919e+01
3.995162700000000200e+01,-7.519168899999999667e+01
3.995162100000000294e+01,-7.519169200000000330e+01
3.995161499999999677e+01,-7.519169700000000489e+01
3.995161000000000229e+01,-7.519170400000000143e+01
3.995160599999999818e+01,-7.519171099999999797e+01
3.995160299999999864e+01,-7.519171799999999450e+01
3.995160200000000117e+01,-7.519172199999999862e+01
3.995160099999999659e+01,-7.519172799999999768e+01
3.995160200000000117e+01,-7.519173700000000338e+01
3.995160299999999864e+01,-7.519174599999999486e+01
3.995160299999999864e+01,-7.519174999999999898e+01
3.995160299999999864e+01,-7.519175599999999804e+01
3.995160200000000117e+01,-7.519176600000000121e+01
3.995159999999999911e+01,-7.519177500000000691e+01
3.995160099999999659e+01,-7.519178399999999840e+01
3.995160299999999864e+01,-7.519178800000000251e+01
3.995160899999999771e+01,-7.519178599999999335e+01
3.995161699999999882e+01,-7.519177700000000186e+01
3.995162400000000247e+01,-7.519176400000000626e+01
3.995163000000000153e+01,-7.519175199999999393e+01
3.995163399999999854e+01,-7.519174300000000244e+01
3.995163699999999807e+01,-7.519173399999999674e+01
3.995163900000000012e+01,-7.519172399999999357e+01
3.995164199999999965e+01,-7.519171500000000208e+01
3.995164499999999919e+01,-7.519170800000000554e+01
3.995164900000000330e+01,-7.519170300000000395e+01
3.995165399999999778e+01,-7.519169700000000489e+01
3.995166100000000142e+01,-7.519168799999999919e+01
3.995167099999999749e+01,-7.519167600000000107e+01
3.995168100000000067e+01,-7.519166500000000042e+01
3.995168999999999926e+01,-7.519165700000000641e+01
3.995170199999999738e+01,-7.519164800000000071e+01
3.995171200000000056e+01,-7.519163799999999753e+01
3.995171899999999710e+01,-7.519162900000000604e+01
3.995172600000000074e+01,-7.519162199999999530e+01
3.995173299999999728e+01,-7.519161699999999371e+01
3.995174500000000251e+01,-7.519161300000000381e+01
3.995175799999999811e+01,-7.519160899999999970e+01
